crime_id,entities,entity_count,class_classification
68089e176c09314dea8fb3b8,"8c, 20biia, 20, 27b, 27",5,Small
6808b842b5db4a83ea84a818,"8c, 20biia, 20, 27b, 27",5,Small
6808ba504cef0e2b3c304399,"8c, 20biia, 20",3,Small
6808c64fd112d927ef6ed6b9,"8c, 20biia, 20, 27b, 27",5,Small
6808e9554cef0e11c63f8bfe,"8c, 20biia, 20, 27b, 27",5,Small
6808ff034cef0e6c93439a9f,"8c, 20biia, 20, 27",4,Small
68090d984cef0e8448446068,27,1,Small
680914529f3e13268b37f08f,"8c, 20biia, 20, 27b, 27",5,Small
68092a97801fc0307da3eae8,"8c, 20biib, 20, 27b, 27",5,Intermediate
68093383801fc03c5ca418cd,"20biic, 20",2,Commercial
6809baf721bcf8d34f21ad19,"3184, 318, 4, 3162, 316, 2, 22c, 22, 21c, 21, 27",11,Commercial
680a29684cef0e5b0e8a3e6c,"8c, 22c, 22, 29",4,Commercial
680a70999f3e13a2a882479b,"20biia, 20",2,Small
680a8270d112d9f77cca2260,"27b, 27",2,Small
680b042ffa62557c37774876,"8c, 20biib, 20, 27",4,Intermediate
680b25f64cef0ee1a19d72c9,"8c, 20biia, 20, 27b, 27",5,Small
680b6dced831195f09f24711,"8c, 20biib, 20",3,Intermediate
680bacddb5db4a50040cb6a4,"8c, 18b, 18",3,Intermediate
680bc177801fc09eb52732f8,"8c, 20biib, 20",3,Intermediate
680bc767d112d91e8f1479f4,"8c, 20biia, 20, 27a, 27",5,Small
680bd526d112d92aec14f66a,"20biia, 20, 27",3,Small
680be42921bcf877f88552db,"8c, 20biib, 20, 27",4,Intermediate
680bf05cd112d91cf4156250,"8c, 20biib, 20",3,Intermediate
680bffccb5db4a18e00ee1db,"8c, 22a, 22, 22c, 27a, 27, 29",7,Commercial
680c5f50fa6255ca56ac2adf,"8c, 20biia, 20, 27",4,Small
680c91e8d112d99da245436a,"20b2a, 8c",2,Small
680cabf19f3e137636faee40,"8c, 20biia, 20, 27b, 27",5,Small
680ccbc14cef0e5df4fb2809,"8c, 20biib, 20, 27b, 27",5,Intermediate
680cd15e9f3e130ea702cd42,"20biia, 20, 27",3,Small
680cd2eea62fdbdb87c05e13,"20ai, 20",2,Cultivation
680cfdcb801fc0ab9a69cc21,"8c, 20biia, 20",3,Small
680d3b51b5db4a3bab5006af,"8c, 20biia, 20, 27",4,Small
680e55ce9f3e13ae58230837,"8c, 20biia, 20, 27b",4,Small
680e70f39f3e1324b523c133,"8c, 20biia, 20, 29",4,Small
680f202321bcf81976ca5455,"20biib, 20, 27",3,Intermediate
680f3154a62fdb3210079637,"8c, 20biib, 20",3,Intermediate
680f42cfcfee6d9bfdca2d8c,"20biia, 20",2,Small
680f70189f3e13b4bd6af6b3,"8c, 20biib, 20, 29",4,Intermediate
680f7365d83119ccb38f1102,27,1,Small
680fa4c9a62fdba92a32f82f,"8c, 20biib, 20, 27b, 27",5,Intermediate
680fba76801fc019dfd1b534,"8c, 20biib, 20",3,Intermediate
680fbfaed83119e5e0975ca5,"20biia, 20, 27",3,Small
680fe520fa6255797c158cb8,"8b, 8, 20ai, 20",4,Cultivation
680fecb3d83119d7d898cc67,"8b, 8, 20ai, 20",4,Cultivation
680ff1eccfee6d5872e7a06c,"8b, 8, 20ai, 20",4,Cultivation
680ff5f5cfee6d8204e7a491,"8b, 8, 20ai, 20",4,Cultivation
68102c52fa62555a861a6c22,"8c, 20biib, 20, 22c, 22, 27b, 27",7,Commercial
68104dda21bcf82c8df79cb2,"8c, 20biia, 20, 27b, 27",5,Small
68104fa1801fc0d93bd79e39,"8c, 20biia, 20, 27",4,Small
6810af23d112d96938f799a6,"8c, 22b, 22, 29",4,Intermediate
6810cf67a62fdb0270783de2,"8c, 20biib, 20",3,Intermediate
6810d8e9801fc065040f5240,"8c, 22b, 22, 29",4,Intermediate
6810e0d7d112d97c6d07866b,"8c, 20biib, 20",3,Intermediate
6810f5cda62fdbeef57a9d30,"8c, 20biia, 20, 27b, 27",5,Small
6810f918d112d9efe7093e57,"20biia, 20, 27b, 27",4,Small
6811092db5db4adfc80b58a2,"8c, 20biia, 20, 27b, 27",5,Small
681111179f3e135c25b50c23,"8c, 27b, 27",3,Small
6811117721bcf8128b1df4aa,"8c, 20biia, 20, 27b, 27",5,Small
681127506c093101a28d36c2,"20biib, 20, 27a, 27",4,Intermediate
68113fffa62fdb2f417d2bd3,"8c, 20biib, 20, 27a, 29",5,Intermediate
68114047cfee6d89e1176093,"8c, 20biic, 20, 29",4,Commercial
68114218cfee6d1df1176216,"8c, 20biic, 20",3,Commercial
68114445d112d9a2af0c5c74,"8c, 20biic, 20, 27a, 27, 29",6,Commercial
6811bcb19f3e133483c6a499,"8c, 20biib, 20",3,Intermediate
6811dbedcfee6d03973217c3,"8c, 20biib, 20",3,Intermediate
68122c99cfee6da72c3e8df9,"8c, 20biia, 20, 27b, 27",5,Small
68123a684cef0e578db5e19d,"8c, 20biib, 20, 27b, 27",5,Intermediate
68123b969f3e1332d4f11add,"8c, 20biia, 20",3,Small
68123f4dd83119985011d3a9,"8c, 20biia, 20, 27b, 27",5,Small
6812637eef91ddaecfc08675,"27b, 8c",2,Small
6812ca9a4cef0e6913bac98a,"20biib, 20",2,Intermediate
6812e1e8d8311940da18e036,"8c, 20biic, 20, 29",4,Commercial
6813509a46bea0fb6debbfdf,"8c, 20biib, 20, 27",4,Intermediate
68137192e7ba36cc9afa01e9,"8c, 20biia, 20",3,Small
6813c74ae7ba360a9afe97a4,"20biib, 20",2,Intermediate
681444b921870a30b2de41b2,"20biia, 20, 29, 8c, 27",5,Small
68144f93b006f901bf6d1b77,"8c, 20biia, 20, 27b, 27",5,Small
681477902b206a044bdd9f7e,"20biib, 20, 106",3,Intermediate
6814adc5bf5809594fe2bc0d,"8c, 20biia, 20",3,Small
6814d95be7ba36285b1eedcf,"8c, 20biic, 20, 29, 8b, 8, 20ai",7,Cultivation
681501756b5cd8164f07e206,"8c, 20biia, 20, 27b, 27",5,Small
6815090583ecc77cce1ed3aa,"8c, 20biia, 20, 29",4,Small
68151a23484029c405120ca5,"8c, 20biib, 20",3,Intermediate
68151edfb7f7ce0c26d2971f,"8c, 20biia, 20, 27b, 27",5,Small
681572bfb006f940d493d0d0,"20biib, 20",2,Intermediate
6815eec746bea029613d0809,"8c, 20biib, 20, 27",4,Intermediate
681603526b5cd8aef65c57ce,"8c, 20biib, 20, 29",4,Intermediate
681607f12b206a595a4da33e,"8c, 27",2,Small
681631dd83ecc7e9ec8b638a,"8c, 20biia, 20",3,Small
68163209bf58097d015c7183,"8c, 20biia, 20, 27",4,Small
6817506ae7ba36032ba7fc79,"8c, 20biia, 20, 27",4,Small
681850d0d63a2ea928778c9c,"20biia, 20",2,Small
6818d1336b5cd8eec2f45e29,"8c, 20biic, 20",3,Commercial
68194fba6b5cd8843afa1a20,"8c, 20biia, 20, 27a, 27",5,Small
68195fa2d63a2e4402b92668,"22b, 22, 27",3,Intermediate
6819a1502c30bb5e75932abb,"20biib, 20, 8c",3,Intermediate
6819c07fe8b103f0831f2b2c,"8c, 20biia, 20, 27",4,Small
6819eb1896ba045e2b92da36,"8c, 20biia, 20",3,Small
6819f43aea0d5c90757c3d19,"8c, 20biib, 20",3,Intermediate
681a28dbea0d5ca44089b918,"8c, 20biia, 20",3,Small
681a43f42c30bb0504b54be8,"8c, 20biia, 20",3,Small
681a59a1392e754fcf23e2f0,"8c, 20biia, 20, 27",4,Small
681a6b8796ba044a27a0fdbd,"8c, 20biib, 20",3,Intermediate
681aaf55ea0d5cee9091a804,"20biia, 20, 8c, 27",4,Small
681ab88121b1c3bde211fb73,"27a, 27",2,Small
681afa92b6cbeb033b0bbf8f,"20biia, 20, 8c",3,Small
681b5bf715e660e79cd7b884,"20biia, 20, 27",3,Small
681b6b07ea0d5c1166dcae92,"8c, 27",2,Small
681b7c25392e7509654d83d9,"8c, 20biib, 20, 29",4,Intermediate
681bb96aea0d5c93aae023fe,"8c, 20biia, 20",3,Small
681be7fe392e75c69b4f1c22,"8c, 20biia, 20, 27",4,Small
681c0ee56b0f9a634c2bd327,"8c, 20biia, 20, 27",4,Small
681c332b21b1c3368e579db4,"8c, 20biia, 20, 27",4,Small
681c3d33b6cbeb96b630542b,"8c, 20biib, 20, 29",4,Intermediate
681c516de8b10332067f6691,"8c, 22a, 22",3,Small
681c73a621b1c3293573fe65,"8c, 20biib, 20, 27",4,Intermediate
681c96ae15e6602c2603911f,"8c, 20biia, 20, 27b, 27",5,Small
681c9f36b6cbeb15b24d43e5,"8c, 20biib, 20, 27, 29",5,Intermediate
681cd16cea0d9832b65fd2b0,"8c, 20biic, 20",3,Commercial
681ce57221b1c3b3458559e8,"8c, 20biia, 20, 27",4,Small
681d7182ea0d985808648374,"8c, 21b, 21, 27",4,Intermediate
681da5246b0f9a7845705f66,"8c, 20biib, 20",3,Intermediate
681db3e1392e7575d69c26f5,"20biia, 20, 9",3,Small
681dd665e8b10344a6b1f08d,"8c, 20biib, 20, 29",4,Intermediate
681df63421b1c39a64b5aa1f,"20biia, 20, 27b, 27",4,Small
681e0b48392e754fd8b304db,"8c, 20biia, 20, 27b, 27",5,Small
681e19b6392e755e58b42a57,"8c, 20biia, 20, 27b, 27",5,Small
681e1ab315e6606e152cc149,"20biia, 20, 27b, 27",4,Small
681e22ba392e752be6b4fe3f,"8c, 20biib, 20, 106",4,Intermediate
681ebf0ee8b103d5fdc03529,27,1,Small
681f155096ba047968395d56,"8c, 20biib, 20",3,Intermediate
681f20ec392e753d7ace44c3,"8c, 20biic, 20, 27, 29",5,Commercial
681f6ec52c30bb025485188b,"8c, 20biia, 20",3,Small
681f74e221b1c366a8e2ab68,"8c, 27",2,Small
681f8690167593fd545bf63b,"27b, 27",2,Small
681fa646392e757bdfdb56ae,"8c, 20biia, 20",3,Small
68209bb9492ec372a4c29faa,"8c, 20biia, 20, 27a, 27",5,Small
68209c2821b1c36a30fb9cff,"8c, 27b, 27",3,Small
6820e29121b1c33fb7ff0b12,"8c, 20biia, 20, 27b, 27",5,Small
6820e4ac1675938b066f8d38,"20biia, 20, 27",3,Small
6820e541492ec37cc8c52464,"20biib, 20",2,Intermediate
6820efd6e8b103e9a0ee3b44,"20biia, 20",2,Small
6821030f167593055d6fefda,27,1,Small
6821c0aaea0d5c61c9ba16f1,"8c, 20biia, 20",3,Small
6821d13415e66082a57d07e8,"8c, 20biib, 20, 27b, 27",5,Intermediate
6821fdf3e8b103b11d1c08c1,"8c, 20biia, 20, 27b, 27",5,Small
68221ee315e6608a9b8c2fcf,"8c, 27b, 27",3,Small
68222248ea0d98315ce57684,"8b, 8, 20ai, 20",4,Cultivation
6822231b392e75681b40ab31,"8c, 20biia, 20",3,Small
682228c3e8b10357361e9802,"8c, 20biib, 20",3,Intermediate
682229f796ba047653a04ea8,"8b, 8, 20ai, 20",4,Cultivation
6822adefe8b1036b0c23527b,"8c, 20biib, 20",3,Intermediate
6822b8386b0f9a78fb1056bf,"8c, 20biia, 20, 27",4,Small
6822ef5305675f55cbd37937,"8c, 20biib, 20",3,Intermediate
682301115f5ececfed0ddc79,"8c, 20biib, 20",3,Intermediate
682315f6e454e065e066f2d8,"8c, 20biia, 20",3,Small
68235be309653f4ef3926aea,"8c, 20biib, 20",3,Intermediate
68235e687d549cea4ab7ca26,"8c, 20biia, 20",3,Small
68239e8564b0599c47ca1fe7,"8c, 20biib, 20, 27",4,Intermediate
6823f34a8bd4efde2dbb4b67,"8c, 20biia, 20, 27",4,Small
68246e7be454e0884985f600,"8c, 20biia, 20",3,Small
682478c464b0594205eaf6f1,"8c, 20biib, 20",3,Intermediate
6824c3dbed1eb050daa6b927,"8c, 20biia, 20, 27b, 27",5,Small
6824cb60e454e085278efafa,"8c, 20biia, 20, 27",4,Small
6824d73af76e1dd37611443d,"8c, 20biib, 20",3,Intermediate
6824e1a1a342011a4e707b3c,"8c, 20biib, 20",3,Intermediate
68255420ef17d0217cbfb8e4,"20biia, 20",2,Small
6825b000ef17d02cf5d13646,"125, 8c, 20biib, 20, 18c, 18, 27bii, 27",8,Commercial
6825f5bbef17d049f5f2b760,"8c, 20biia, 20, 27",4,Small
6825f7d3f76e1dcfda53429a,"8c, 20biia, 20",3,Small
6826031de454e0387ab6181e,"8c, 20biib, 20",3,Intermediate
682643435f5ece0e46873d3e,"8b, 8, 20bi, 20",4,Intermediate
6826e538a342016eecddcca9,"8c, 22c, 22, 27a, 27, 29",6,Commercial
6826eb4e05675f66664c9b8f,"8c, 22c, 22, 27a, 29",5,Commercial
68273c0f09653fa16132daea,"8c, 20biia, 20",3,Small
682745e464b05919fe6cf343,"8c, 20biia, 20",3,Small
68275007ed1eb0201925859c,"8c, 20biia, 20",3,Small
682752c1ef17d0d35424ea4e,"8c, 20biib, 20, 27",4,Intermediate
682755b105675f2ded5c96fe,"27b, 27",2,Small
6827810de454e0280be0a8ff,"27b, 27, 8c, 20biia, 20",5,Small
6827881e05675f86055ec78e,"8c, 20biia, 20",3,Small
682880037d549c86f6a72f24,"8c, 27a, 27",3,Small
6828936bf37ea2ce2eaffa79,"20biia, 20, 27, 8c",4,Small
6828c6738bd4ef92a889ca2c,"8c, 20biib, 20",3,Intermediate
6828cd3109653f5f606faa8d,"8c, 27b, 27",3,Small
68292dfaa34201f860503961,"8c, 20biia, 20, 27b, 27",5,Small
682945c264b059f109b20383,"27a, 27, 8c",3,Small
68295036ed1eb006466f761d,"8c, 20biia, 20",3,Small
6829ea317d549c6fc1c0d292,"8c, 20biia, 20, 27a, 27",5,Small
6829f569ed1eb08e6483319c,"20biia, 20, 8c",3,Small
6829f59e5f5ece92fcfdff18,27b,1,Small
682a2194f76e1d2a88f41ab5,"8c, 20biib, 20",3,Intermediate
682a2489f76e1d1d54f43183,"20biia, 20, 8c",3,Small
682a3a477d549c68e9c31c66,"8c, 20biia, 20, 27",4,Small
682b26ac7d549ca37fe09a4c,"8c, 20biia, 20, 27b, 27",5,Small
682b6e125f5ecefdf91c544c,"8c, 20biia, 20",3,Small
682ba95864b059bffee66b96,"8c, 20biia, 20",3,Small
682bd1b3ef17d056c49a932d,"8c, 20biib, 20",3,Intermediate
682c81d064b059329103ed9b,"8c, 20biic, 20, 29",4,Commercial
682ca3e2ef17d024abb43c80,"20biia, 20",2,Small
682ca7c7f76e1d64bd3d28b9,"22b, 22",2,Intermediate
682d6930ef17d01bb0bca609,"8c, 20biib, 20",3,Intermediate
682dadddef17d09f71c7c3bc,"8c, 20biia, 20",3,Small
682dd8b47d549c1ec62e2448,"8c, 20biia, 20",3,Small
682de108f76e1dd13960a9a1,"8c, 20biia, 20",3,Small
682df36a8bd4ef4088fc495c,"8c, 27",2,Small
682e0b61f37ea21d3b345200,27,1,Small
682e0ef305675f6f81e82b51,"8c, 20biib, 20, 27",4,Intermediate
682e1ead8bd4ef6391fdceec,"20biia, 20, 27b, 27",4,Small
682e9c3b05675f036aec687f,"8c, 20biia, 20",3,Small
682ee75aef17d0f464e00391,"8c, 20biib, 20",3,Intermediate
682f14aaf76e1dcaea883d5a,"20biib, 20",2,Intermediate
682f32cfed1eb029ae1153e8,"8c, 20biia, 20",3,Small
682f3fd5f37ea2d859580ef9,"20biia, 20, 27b, 27",4,Small
682f478b8bd4ef6a371d8fe0,"8c, 20biia, 20, 27",4,Small
682f5e2da342010897e580d9,27,1,Small
682f628609653f1274f8a064,"8c, 20biia, 20",3,Small
682f6adc64b0599d1541bc2a,"8c, 20biia, 20",3,Small
682f6b86ef17d0649dedff9d,"8c, 20biib, 20",3,Intermediate
682f6ff405675f5eaa04b129,"8c, 20biib, 20",3,Intermediate
682f903a7d549c8e925b0890,"8b, 20bi, 20",3,Intermediate
682fc47b5f5ece1f7475c478,"27b, 27",2,Small
682fd4537d549c5d975e8886,"27a, 27",2,Small
68304cadef17d0d773023502,"8c, 20biib, 20",3,Intermediate
68305407ed1eb043f82a712a,"8c, 20biib, 20",3,Intermediate
68308a40f37ea20a0d7cc3d0,"8c, 20biia, 20, 27a, 27, 77",6,Small
6830a234e454e0537d7a425c,"8c, 20biib, 20",3,Intermediate
6830b115ed1eb0424934fd4b,"8c, 20biic, 20, 29",4,Commercial
6830ba508bd4ef60b83e01c0,27,1,Small
6830bf855f5ece731f928fa3,"20biia, 20",2,Small
6830f5ad5d3955b6e5a1797e,"8c, 20biib, 20",3,Intermediate
6830f7666e1231be5258e9f7,"8c, 27b, 27",3,Small
68312affccb908704b7ddcce,"27b, 27",2,Small
68312c7649ae4bf9b0142ad5,"8c, 20biia, 20",3,Small
68317de5b8c25e3487af2ced,27,1,Small
6831bd9e13f73c5e332049f0,"8c, 20biib, 20, 27a, 29",5,Intermediate
6831ce0b13f73cc363258e94,27,1,Small
6831d344b8c25e7d39cace78,"8c, 20biib, 20",3,Intermediate
6832089e57d4cabcbb318c9f,"8c, 20biic, 20, 27a, 29",5,Commercial
68320cf113f73c4e3e27f254,"8c, 20biia, 20, 27b, 27",5,Small
68320d1f6e1231e8b0895aa5,"27a, 27, 8c",3,Small
6832782accb9081e7caaee46,"8c, 20biib, 20, 27a, 27",5,Intermediate
683357154690461daf46293f,"20biib, 20",2,Intermediate
68337dd4b8c25ee3d6e4a130,"8c, 20biia, 20",3,Small
683380de5d395565bfdc5ad6,"8c, 20biia, 20",3,Small
68341213845d1a0254e41a38,"8c, 20biia, 20",3,Small
68343caa13f73ce444534991,"8c, 20biia, 20",3,Small
68344b76b8c25e5643014ddc,"8c, 20biia, 20, 29",4,Small
68344ecc5d39556511f933f4,"8c, 20biia, 20",3,Small
6834504a469046b13a5fa896,"8c, 20biia, 20, 27",4,Small
68345b6957d4cabb886bd8f3,"8c, 20biib, 20, 27",4,Intermediate
68349e3dccb90871f1e2e436,"20biia, 20, 27",3,Small
6835c90b9b9c567a39d57dc9,"8c, 20biib, 20",3,Intermediate
6835dec72a3027604505d190,"8b, 8, 20ai, 20, 8c, 20biia",6,Cultivation
6835e2675cd710fec524a4dd,"8c, 27",2,Small
6835e4432a30270392060c62,"8c, 27",2,Small
6835ed4c7ba8f898caece4a1,"8c, 20biia, 20, 27b, 27",5,Small
68362e562a3027692107cb59,"27b, 27",2,Small
683670b12a3027065b0bbfb1,"27a, 27, 8c",3,Small
6836e6ac520540bcdb36b0a2,"8c, 20biic, 20, 27a, 29",5,Commercial
6837096c37c07844472c98a6,"8c, 20biib, 20, 27b, 27",5,Intermediate
683724fe7eab283480c97fb3,"8c, 20biia, 20, 27b, 27, 8b, 8, 20a",8,Cultivation
68372ff837c078a19230fa61,"8c, 20biia, 20",3,Small
68373ddc52054045d147fb78,"8c, 20biia, 20, 27b, 27",5,Small
68373f6f7ba8f823fe1239b2,"20biia, 20, 27b, 27",4,Small
68374263520540d0b6483d59,"8c, 20biib, 20",3,Intermediate
683748eb5205402ded489daf,"8c, 20biib, 20",3,Intermediate
683770e37eab2853a0cdef4d,"20biia, 20, 8c",3,Small
683774dce00f6085f2e2a013,"8c, 20biib, 20, 27b, 27",5,Intermediate
6837d60037c078e69e370d4e,"8c, 20biia, 20, 27",4,Small
6837f4bdd1a61d3c2b887834,"8b, 8, 20ai, 20, 27a, 27",6,Cultivation
683810b35cd71046f6710a1a,"8b, 8, 20ai, 20",4,Cultivation
6838165c9b9c56224421b50f,"8c, 20biia, 20, 27",4,Small
683826f5832a7d3e9dd47080,"20biia, 20",2,Small
68387a107eab28cb69f7230a,"27b, 27",2,Small
6838a5e32a302725d3533fb0,"20biia, 20, 27b, 27",4,Small
6838a9f537c0784efb552f3f,"27b, 27",2,Small
6839105b7eab28405ffcc537,"27b, 27",2,Small
683956549b9c5627fc46a501,27,1,Small
6839839552054039e78b334e,27,1,Small
6839873ed1a61d0943beab9d,"20biia, 20",2,Small
6839b62b9b9c56a1975ac1cd,27,1,Small
6839d73c9b9c56158c5de87a,"8c, 20biib, 20",3,Intermediate
683a082652054007c396cca4,"8c, 20biia, 20",3,Small
683a487a7ba8f8b83453d76f,"8c, 20biia, 20, 27b, 27",5,Small
683a4e7cf4874e0b6789e033,"8c, 20biib, 20, 27, 29",5,Intermediate
683a514a9b9c566b2663218b,"8c, 18b, 18, 20biib, 20, 21c, 21, 29, 15",9,Commercial
683ae2babfe89ea66f06e1b4,"8c, 20biia, 20",3,Small
683b1140061a772bc6a6bd4c,"8c, 20biia, 20, 35, 3, 5",6,Small
683b22e3d6c3957f1f10c039,"27b, 27",2,Small
683b3d16061a771498a9d1b4,"8c, 20biib, 20",3,Intermediate
683b3fb3be82f69179b4623d,27b,1,Small
683b453541a284c084700a6f,"27b, 27",2,Small
683b4d1b4cc4350fd8132b83,"27b, 27",2,Small
683b609b1c05b72853dda6ef,"8c, 20biia, 20",3,Small
683c4e694cc435c4a3220d37,"27b, 27",2,Small
683c6f596fb8d68b659c1219,"27b, 27",2,Small
683c73fcbfe89ed3f927975f,"8c, 20biia, 20",3,Small
683d1801bfe89e35ba2d7443,"27b, 27",2,Small
683d1d35be82f6844bca8bc3,"20biia, 20",2,Small
683d3a993a7af020180ebb03,"8c, 22c, 22, 29, 27a, 27",6,Commercial
683dd58c7f1b0208640ee4b3,"20biia, 20",2,Small
683dddacd8e1e8c90c47c7ec,"8c, 21c, 21, 25a, 25, 29",6,Commercial
683de232f418b7f5fb6dcde1,"20biia, 20, 27",3,Small
683e82a4dd21e5395ac19799,"20biia, 20",2,Small
683ec71a009237dc91bfdf9e,"8c, 20biia, 20",3,Small
683f10c58a1cefb64788cd11,"8c, 20biia, 20, 27b, 27",5,Small
683f8e42bcbe860a7d7bb96f,27,1,Small
683f9b8b009237457ce4d8f4,27,1,Small
683fade3009237fe5ae5270e,"8c, 20biib, 20, 29",4,Intermediate
683faedea454508ceeda5b0e,"20biia, 20, 27b, 27",4,Small
684004597f1b02e89a40ba89,"20biia, 20",2,Small
68402a6ea626ee065b9c03e6,"8c, 20biia, 20",3,Small
68403555009237c602fd9010,"8c, 20biia, 20, 29",4,Small
684052b18a1cefe0b0abe4af,"8c, 20biia, 20, 27",4,Small
684080487f1b02500b4db8ff,"8c, 20biib, 20",3,Intermediate
684084768a1cefd784adabe6,"20biib, 20",2,Intermediate
684135baa45450fb51fb9799,"8c, 20biib, 20, 27b, 27",5,Intermediate
68413fabbcbe86f9e6a00f3c,"8c, 20biia, 20",3,Small
68417d7bd8e1e8c88a9ea45a,"8c, 20biib, 20",3,Intermediate
6841a798d8e1e85993a39149,"8c, 22c, 22, 29",4,Commercial
6841b91e0092374f8f2ad17f,"8c, 20biia, 20, 27b, 27",5,Small
6841cbf0a4545072fc0e4701,"8c, 20biia, 20",3,Small
6841e2b1bcbe861b7cb50385,"8c, 20biib, 20",3,Intermediate
6841e5534037502c3857d5ae,"8c, 27b, 27",3,Small
684284febcbe865080be3506,"8c, 20biic, 20, 27a, 27, 29",6,Commercial
6842d0aebcbe865109cd2e39,"8c, 20biia, 20",3,Small
68430be28a1cef9143f070ec,"8c, 20ai, 20, 27b, 27",5,Cultivation
6843288ad8e1e8877ebf8a59,"8c, 20biia, 20",3,Small
68434bde009237afb0521d0e,"8c, 20biia, 20, 27",4,Small
684390de009237ce3755e547,"20biib, 20",2,Intermediate
6843da3e3a7af098d0c23678,"8c, 20biib, 20, 27a, 27",5,Intermediate
6843e1edbcbe8675c0e05192,"8c, 20biib, 20, 27a, 27, 29",6,Intermediate
6844170ba626ee430ff6fac3,"3094, 309, 4, 3096, 6, 311, 8c, 20biib, 20, 251a, 25, 1",12,Intermediate
684448b5dd21e557f751b90e,27,1,Small
68445bb5a626ee375e009e9e,"27b, 27",2,Small
68446b86a4545035614230fd,"8c, 20biia, 20",3,Small
68457ea0a626ee48eb111efd,"8b, 8, 8c, 20a, 20bi, 20",6,Cultivation
6845b07aa626ee24ee14e48b,"27b, 27",2,Small
6846bc5ca626eec92c2c7242,"8c, 20biib, 20",3,Intermediate
6846bca1bcbe8638bc15ce38,"27a, 27, 27b",3,Small
6846e14e0092375f6d9f5b8a,"8c, 22c, 22, 29",4,Commercial
6847aa5ad8e1e85b3e0b6571,"8c, 20biia, 20, 27b, 27",5,Small
6848338490d6016f3d2fa49c,"8c, 20ai, 20, 27b, 27",5,Cultivation
68486d588a1cefad7a61e085,"8c, 20biia, 20",3,Small
6848cb598a1cef3a1965ede6,"274, 275, 202, 20, 2, 20biia",6,Small
6849283edd21e585fba58d67,"223, 280, 292, 34a, 34, 27",6,Small
6849968ea45450ca81ac5f5c,"20biia, 20, 251bb, 25",4,Intermediate
6849ad45a45450e7bdad7359,"8c, 20biib, 20, 27b, 27",5,Intermediate
684a6769bb5f594b93c4969a,"8c, 20biic, 20",3,Commercial
684ad67ab4eb82302daa03fa,"8c, 20biia, 20",3,Small
684b017ef95bc2706f0d92ed,"8c, 20biia, 20, 29",4,Small
684bdb10b4eb822e0ebd48b7,"20biia, 20, 27, 8c",4,Small
684bdb7ac798e079f4d0e26e,"8c, 20biia, 20",3,Small
684c1fbfb4eb827707c9e3f4,"8b, 8c, 20ai, 20, 20biia",5,Cultivation
684c4b62571be4559d5bb4b6,"8c, 20biia, 20, 27b, 27",5,Small
684c793c39c038638b8ad5fb,"20biia, 20, 8c",3,Small
684c9422f95bc24df62daacb,"20ai, 20, 20biia",3,Cultivation
684d02a1b4eb82de78d49f0f,"8c, 22b, 22, 22c, 27a, 29",6,Commercial
684d57292b1cae43737bd4b1,"20biib, 20",2,Intermediate
684d654af3481b499b7cd132,"8c, 20biia, 20, 27b, 27",5,Small
684d887378ff678bbb490126,27,1,Small
684d947ebd0febb815381842,"8c, 20biia, 20, 27b, 27",5,Small
684da377b4eb82868eecff06,"8c, 20biib, 20",3,Intermediate
684dad9d83745a26b80ed3d6,"8c, 20biia, 20",3,Small
684dd27c83745a29ca0f7567,"8c, 20biia, 20, 27b, 27",5,Small
684e1e5f39c038746ba9a270,"8c, 20biib, 20",3,Intermediate
684ea8beb4eb828c3dfdc9bd,27,1,Small
684ee5a5bb5f59d0d5135fef,"8c, 20biib, 20, 27b, 27",5,Intermediate
684f258878ff67703359f4ed,"27, 8c, 20biia, 20",4,Small
684f72a0f3481bae799ace53,"8c, 20biia, 20",3,Small
684f837ff3481b65c99b3049,"27a, 27",2,Small
684f8e5f83745a559e277a9b,"8c, 20biib, 20",3,Intermediate
684ffef183745a4f2341af25,"8c, 20biia, 20, 27b, 27",5,Small
6850082183745a5911449dc2,"20biib, 20",2,Intermediate
68503c0039c0385de6dad6c2,"8c, 20biib, 20, 27b, 27",5,Intermediate
68503dfc39c0386c80db037e,"27a, 27",2,Small
685042d3bd0febb13f7490e5,"8c, 20biia, 20",3,Small
6850cd18bd0feb3a437b27a4,"27a, 27",2,Small
6850d62c83745a329756ae0c,"8c, 20biia, 20",3,Small
6850dcf4b4eb8204a632edb1,"8c, 20biia, 20",3,Small
6850eb7affde0f5a11449053,"8c, 20biia, 20, 27b, 27",5,Small
6850ff7d4ef4638773068bf7,"8c, 20biia, 20",3,Small
68515bf24ef4632cad1dbc11,"8c, 20biia, 20",3,Small
685163704ef463adc61f6cf8,"8c, 20biib, 20",3,Intermediate
68517679ffde0f12685d85db,"8c, 20biia, 20",3,Small
68517ee06d5ed93d2543210f,"8c, 20biia, 20",3,Small
6851a9e6c36923299de88e12,"8c, 20biia, 20",3,Small
6851bc2e0cc41a510ad813f3,"8c, 20biia, 20, 27b, 27",5,Small
6851bd2d6d5ed912ab451148,"18b, 18, 27b, 27",4,Intermediate
6851c2441af5b7223f6c7626,"8c, 20biia, 20, 27b, 27",5,Small
6851cdd5024016a032c65441,"8c, 20biib, 20, 27",4,Intermediate
68529ad99a2d21be76b102ac,"8c, 20biia, 20, 29",4,Small
6852a969b8b1e375c0e0c7bc,"8c, 20biia, 20, 27",4,Small
