"id","crime_id","accused_id","raw_drug_name","raw_quantity","raw_unit","primary_drug_name","drug_form","weight_g","weight_kg","volume_ml","volume_l","count_total","confidence_score","extraction_metadata","is_commercial","seizure_worth","created_at","updated_at"
"45751d82-9897-4eea-aaa3-655792855bc8","62cae8066044c4777137eadb",NULL,"Hash Oil","43.000000","bottles","Hashish/Weed Oil","liquid",NULL,NULL,NULL,NULL,"43.000000","0.95","{""source_sentence"": ""The complainant seized Ganja around 2 kilos and Hash Oil -43 bottles (each 05 ml)""}",False,"0.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"4ad2f6b9-ac56-4e09-91f8-72b965be9495","62aa9b9ea2d2490c539be447",NULL,"Ganja","83.000000","grams","Ganja","solid","83.000000","0.083000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""Initially, the complainant has opened the 08 packets of ganja from the cover of first person Balagone @ Pandula Shiva Goud @ Shiva and made the homogeneous mixture of the ganja as it was identical, weighed the ganja and found to be 83 grams which may reduce its weight if dried further, packed in a cover, seized it by marking as M1 and pasted the signed chits of above panchas.""}",False,"0.0","2026-03-05 06:36:57.416284+00","2026-03-05 06:36:57.416284+00"
"4af0d9f5-33e0-442d-99a0-45eab363552c","62be05f1447aa0240188b9b1",NULL,"Ganja","937.000000","grams","Ganja","solid","937.000000","0.937000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""M1- 937 Grams""}",False,"0.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
"4ef07bb3-579e-48b1-8230-30ddae19df6e","62d13002c779cf181d15ffdc",NULL,"Ganja","1300.000000","grams","Ganja","solid","1300.000000","1.300000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""He confessed that from last few years, his wife Smt. Gayatri Bai started indulging in selling of Ganja to needy customers and accordingly cases were booked against her. Later their daughter Kum. Durgeshwari @ Eshika also joined and he also joined for selling the Ganja. In the month of January-2022, he was arrested by Police Mangalhat for indulging in Ganja supplying to his known persons and lodged him in jail. He obtained bail in the Hon’ble court and released from jail. After releasing from jail, he along with his wife Smt. Gayatri bai & daughter Kum. Durgeshwari @ Eshika, all together started selling the Ganja and they used to procure the Ganja from villagers by visiting agency areas of Aaraku and also used to purchase the Ganja at the rate of Rs.10,000/- per KG from villagers in Dhoolpet area. Then he along with his wife Smt. Gayatri Bai & their daughter Kum. Durgeshwari used to sell the same to needy customers in high rate by moving on road at Ganga Bowli road. By selling Ganja, they are earning an amount of Rs.20,000/- in a week. Yesterday i.e., 14.07.2022 at about 18:00 hrs, his wife Smt.Gayatri Bai & daughter Kum.Durgeshwari Bai purchased Ganja weg.1.4 KGs at the rate of Rs.10,000/- per KG from one villager at Jummerath Bazar, Dhoolpet, Hyd and return back to their house. Today i.e., 15.07.2022, morning at about 09:30 hrs, his wife & daughter asked him to sell the said Ganja weg.1.4 KGs at Ganga bowli road, Mangalhat, Hyd and informed him that they will join him after completion of work. Accordingly he took the said Ganja in black colour polythene cover and came to Ganga Bowli area. He sold out about 100 grams of Ganja to needy customers (passers) and earned Rs.2,400/-. At about 10:50 hrs, while he was waiting for needy customers on road, Ganga Bowli, Mangalhat, Hyderabad, meantime they apprehended him. The A.1 shown one black colour polythene cover, which is hold by him in right hand and cash of Rs.2,400/- (towards sales proceedings). He checked the black colour polythene cover and found the contents of Ganja, which has stems, flowers, flowering tops of Cannabis. It appears and the contents smell as Ganja. Checked the weight in digital weighing machine & found the weight of said Ganja as weg.1,300 grams (1.3 KGs) with black colour polythene cover.""}",False,"0.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"50e05314-4ea9-4415-bda0-b1cebb0490c1","62bf17536e2f95c500591c31",NULL,"Dry Ganja","10.000000","KGs","Ganja","solid","10000.000000","10.000000",NULL,NULL,"0.000000","0.95","{""source_sentence"": ""seized 02 pockets of Ganja weighing about 10KGs worth Rs:2,00,000/-""}",False,"200000.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
"5217e09b-9a7a-4ba2-9970-47744d7f470c","62c865526044c422ba35ad88",NULL,"MDMA/ECSTASY/MOLLY","0.040000","grams","MDM","solid","0.040000","0.000040",NULL,NULL,"0.000000","0.95","{""source_sentence"": ""2 Pills (0.040 Grams MDMA/ECSTASY/MOLLY)""}",False,"0.0","2026-03-05 06:38:41.874828+00","2026-03-05 06:38:41.874828+00"
"568f6515-cab7-4fc5-84c9-27db4c91d926","62c486f3842779c5967e1ab5",NULL,"Ganja","280.000000","grams","Ganja","solid","280.000000","0.280000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""Seized 1) 28 packets of Ganja weighing about 280 grams and loose ganja of 60 grams, all over total 340 Grams of Ganja""}",False,"0.0","2026-03-05 06:38:41.874828+00","2026-03-05 06:38:41.874828+00"
"56a69f60-d489-494b-8907-3e33f0ee10ad","62cd1b25842779f5ae877959",NULL,"MDMA","10.000000","grams","MDMA","solid","10.000000","0.010000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A4"", ""source_sentence"": ""found (10 grms) MDMA drug from A-4""}",False,"0.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"57da8d08-1660-4ed8-afaa-fc697592be7a","62cd1b25842779f5ae877959",NULL,"MDMA","12.000000","grams","MDMA","solid","12.000000","0.012000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A2"", ""source_sentence"": ""found (12 grms) MDMA drug from A-2""}",False,"0.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"5b463294-22fe-454c-ba87-90e21030fe46","62cd8fc38427793f0888900a",NULL,"Dry Ganja","63.200000","Kgs","Ganja","solid","63200.000000","63.200000",NULL,NULL,"0.000000","0.95","{""source_sentence"": ""seized (63) Kgs dry ganja containing in (24) wheat colour packets of dry ganja and Bolero vehicle bearing No AP36TA3053 undercover of Confession & Seizure Panchanama from the possession of A2 to A5 and seized and one small carry bag containing 200grams of dry Ganja and Motorcycle bearing No TS05EV6777 seized from A-1 duly affixing panch slips after weighing the Ganja (63.2) Kgs  Total W/Rs 2,52,800/- with the help of an appraiser.""}",True,"252800.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"6291319a-fb4e-4469-8bd3-763242c8ced3","62b0971c6e2f9598db47d5eb",NULL,"Dry Ganja","100.000000","grams","Ganja","solid","100.000000","0.100000",NULL,NULL,"0.000000","0.95","{""collapse_reason"": ""Same drug/qty/unit across 6 accused with no per-accused breakdown in source text"", ""source_sentence"": ""1) Musaramthota Anil Kumar 100 Grams of ganja"", ""collective_accused"": [""A1"", ""A2"", ""A3"", ""A4"", ""A5"", ""A6""]}",False,"0.0","2026-03-05 06:37:20.54423+00","2026-03-05 06:37:20.54423+00"
"6d13dc3b-8496-4ec2-a536-dba97992a705","62b5dfc66e2f95ca914d9ea1",NULL,"Ganja","1100.000000","Grams","Ganja","solid","1100.000000","1.100000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""while in the possession of Ganja Wg 1100 Grams for the purpose of selling was apprehended.""}",False,"0.0","2026-03-05 06:37:50.252559+00","2026-03-05 06:37:50.252559+00"
"6e31ab6e-cd5e-4846-8012-ea048205a70b","62c2b7d0447aa0148d8f7cb1",NULL,"MDMA","10.000000","grams","MDMA","solid","10.000000","0.010000",NULL,NULL,"0.000000","0.95","{""collapse_reason"": ""Same drug/qty/unit across 3 accused with no per-accused breakdown in source text"", ""source_sentence"": ""found (10 grms) MDMA drug from A-1"", ""collective_accused"": [""A1"", ""A2"", ""A3""]}",False,"0.0","2026-03-05 06:38:41.874828+00","2026-03-05 06:38:41.874828+00"
"749bb56a-3f08-47a1-899b-7163c052189e","62b58fde6e2f9508354d136b",NULL,"Hash Oil","75.000000","grams","Hashish/Weed Oil","liquid",NULL,NULL,"75.000000","0.075000","0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""Checked the weight in digital weighing machine & found the each box weg.5 grams, total (15) boxes weg.75 grams.""}",False,"0.0","2026-03-05 06:37:50.252559+00","2026-03-05 06:37:50.252559+00"
"773b8221-e42e-44ac-8667-d48e2fbc132e","62b2feb46e2f9545fc4a69bd",NULL,"Hash Oil","0.000000","Unknown","Hashish/Weed Oil","liquid","0.000000","0.000000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A2"", ""source_sentence"": ""seized 05 Hash Oil Bottles and two cell phones from their possession""}",False,"0.0","2026-03-05 06:37:50.252559+00","2026-03-05 06:37:50.252559+00"
"78a6b822-3fa7-4cd7-aa3a-635c3fd8f595","62cd1b25842779f5ae877959",NULL,"MDMA","2.000000","grams","MDMA","solid","2.000000","0.002000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A6"", ""source_sentence"": ""found (2 grms) MDMA drug from A-6""}",False,"0.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"7b018e0d-2d48-484e-bc18-6f5ed01df3dd","62ba93d66e2f95688351f048",NULL,"Ganja","1.000000","Kgs","Ganja","solid","1000.000000","1.000000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A2"", ""source_sentence"": ""seized 01 kg ganja each from A2 & A3 by marked as M2 & M3""}",False,"0.0","2026-03-05 06:37:50.252559+00","2026-03-05 06:37:50.252559+00"
"7d258c59-2e14-4210-ae6b-f2976ed26e37","62ba93d66e2f95688351f048",NULL,"Ganja","1.000000","Kgs","Ganja","solid","1000.000000","1.000000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A3"", ""source_sentence"": ""seized 01 kg ganja each from A2 & A3 by marked as M2 & M3""}",False,"0.0","2026-03-05 06:37:50.252559+00","2026-03-05 06:37:50.252559+00"
"7db0a945-2d15-4717-a49c-28a9c2d0f037","62cd1b25842779f5ae877959",NULL,"MDMA","2.000000","grams","MDMA","solid","2.000000","0.002000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A5"", ""source_sentence"": ""found (2 grms) MDMA drug from A-5""}",False,"0.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"818d62b9-5a55-4c06-a85c-9a11354553d5","62acaf48447aa07a0e74d173",NULL,"Dry Ganja","4.000000","KGs","Ganja","solid","4000.000000","4.000000",NULL,NULL,"0.000000","0.95","{""source_sentence"": ""seized 4 KGs of dry Ganja objects W/Rs: 80,000/- from the possession of accused""}",False,"80000.0","2026-03-05 06:37:20.54423+00","2026-03-05 06:37:20.54423+00"
"84a648d2-7c32-4aed-9233-8372db989105","62c9b28f84277921f7849716",NULL,"Ganja","5.000000","kilograms","Ganja","solid","5000.000000","5.000000",NULL,NULL,"0.000000","0.90","{""accused_ref"": ""A1"", ""source_sentence"": ""another bag containing 5 Kilograms in one Packet total 4 packets weighing approximately 20 Kilograms""}",True,"0.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"8663b292-a6ed-4c80-b236-12dac35e72f5","62a8e194d9ba9a4f1d786584",NULL,"Dry Ganja","520.000000","KGs","Ganja","solid","520000.000000","520.000000",NULL,NULL,"0.000000","0.95","{""source_sentence"": ""Seized total 252 bundles wg 520 KGs dry ganja worth about Rs.52,00,000/-""}",True,"5200000.0","2026-03-05 06:36:57.416284+00","2026-03-05 06:36:57.416284+00"
"869b5ee1-1277-4e5a-aa88-954a070c2609","62be05f1447aa0240188b9b1",NULL,"Ganja","999.000000","grams","Ganja","solid","999.000000","0.999000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""M3 999 Grams""}",False,"0.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
"8d965bd0-165f-44ba-bd2b-35f4ed30195b","62c05154447aa04b578c42d0",NULL,"Dry Ganja","150.000000","grams","Ganja","solid","150.000000","0.150000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A2"", ""source_sentence"": ""on the strength of confession of accused A-1 to A-3 recovered 200 grams, 150 grams and 150 grams respectively, all 500 grams, W/Rs. 10, 000/-""}",False,"3000.0","2026-03-05 06:38:41.874828+00","2026-03-05 06:38:41.874828+00"
"924452e6-d509-42a3-a1cf-f1da1cc5c66c","62be05f1447aa0240188b9b1",NULL,"Ganja","26.000000","grams","Ganja","solid","26.000000","0.026000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""M4 26 Grams""}",False,"0.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
"927629b9-d325-4c25-ad4f-83976a631479","62a0b38fe32fb443129faa96",NULL,"Ganja","400.000000","grams","Ganja","solid","400.000000","0.400000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""The seized total Ganja of 40 Packets weight about 400grms worth of Rs.5000/- from the possession of Shaik Munawar Pasha""}",False,"5000.0","2026-03-05 06:36:57.416284+00","2026-03-05 06:36:57.416284+00"
"950cb994-2d75-4b2b-b1ea-88252d5c8ab9","62b061686e2f95225a473944",NULL,"Ganja","20.000000","kgs","Ganja","solid","20000.000000","20.000000",NULL,NULL,"0.000000","0.95","{""collapse_reason"": ""Same drug/qty/unit across 5 accused with no per-accused breakdown in source text"", ""source_sentence"": ""(25) ganja packets from each one car, which are packing with wheat colored polythene cover tape."", ""collective_accused"": [""A1"", ""A2"", ""A3"", ""A4"", ""A5""]}",True,"0.0","2026-03-05 06:37:20.54423+00","2026-03-05 06:37:20.54423+00"
"999adf1a-e854-4275-a4ea-7bc6aa3727d4","62be4d9d447aa06c9a88bd12",NULL,"Ganja","106.000000","kgs","Ganja","solid","106000.000000","106.000000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""seized Ganja Dry leaves about 106 kgs""}",True,"1600000.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
"99a9cec5-bffc-4ff7-8e22-cc0ae5c06008","62be05f1447aa0240188b9b1",NULL,"Ganja","11.000000","grams","Ganja","solid","11.000000","0.011000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""M11-11 Grams""}",False,"0.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
"9d355ff5-8dba-4355-be72-5e73ebf41343","62c5ea146044c472a7328561",NULL,"Ganja","100.000000","grams","Ganja","solid","100.000000","0.100000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""The complainant seized Ganja 100 grams under a proper cover of confession cum seizure panchanama from the possession of accused""}",False,"0.0","2026-03-05 06:38:41.874828+00","2026-03-05 06:38:41.874828+00"
"ad3e1ee2-9260-4410-8b96-43b804980ff3","62c865526044c422ba35ad88",NULL,"Dry Ganja","1500.000000","grams","Ganja","solid","1500.000000","1.500000",NULL,NULL,"0.000000","0.95","{""source_sentence"": ""Later the police party seized 1. 1Kg 500 Grams Ganja""}",False,"0.0","2026-03-05 06:38:41.874828+00","2026-03-05 06:38:41.874828+00"
"c09b860e-362b-442b-8ae7-5ed4fea36816","62ba93d66e2f95688351f048",NULL,"Ganja","3.000000","Kgs","Ganja","solid","3000.000000","3.000000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""seized 3 Kgs of Ganja marked as M1, news papers and plastic covers by marking as P1 from A1""}",False,"0.0","2026-03-05 06:37:50.252559+00","2026-03-05 06:37:50.252559+00"
"c7c9b06d-2ce8-4166-9413-282d4b363633","62b08a636e2f95565747b3b5",NULL,"Ganja","405.000000","gms","Ganja","solid","405.000000","0.405000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""found Ganja 405 gms in a college Bag""}",False,"0.0","2026-03-05 06:37:20.54423+00","2026-03-05 06:37:20.54423+00"
"c961ebb0-bb9f-4305-b609-ebbacb8f5cf5","62c9b28f84277921f7849716",NULL,"Ganja wet leaves","15.000000","kilograms","Ganja","solid","15000.000000","15.000000",NULL,NULL,"0.000000","0.90","{""accused_ref"": ""A1"", ""source_sentence"": ""found 3 packing pockets found it Ganja wet leaves packed with tape and it was weighing approximately 15 Kilograms (Including 3 Packets)""}",True,"0.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"ca163622-327a-41ec-985c-2a43039b0da5","62a006d9e32fb48e4b9f288e",NULL,"MDMA","6.585000","grams","MDMA","solid","6.585000","0.006585",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""Seized 13 drugs packet (white color packet), total approximately 6.585 grams under a cover of Panchanama""}",False,"52000.0","2026-03-05 06:36:57.416284+00","2026-03-05 06:36:57.416284+00"
"cce95fae-2e38-43c7-87fe-77016ed33adf","62bb30d56e2f952dca533d58",NULL,"Dry Ganja","1200.000000","Kg","Ganja","solid","1200000.000000","1200.000000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""found that he is having possession of illegally dry Ganja 1.200 Kg, W/Rs. 15,000/-""}",True,"15000.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
"d1152a52-cb06-4540-b985-83513b3a2f55","62c486f3842779c5967e1ab5",NULL,"Ganja","60.000000","grams","Ganja","solid","60.000000","0.060000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""Seized 1) 28 packets of Ganja weighing about 280 grams and loose ganja of 60 grams, all over total 340 Grams of Ganja""}",False,"0.0","2026-03-05 06:38:41.874828+00","2026-03-05 06:38:41.874828+00"
"d4a49731-1093-4ae2-b37b-b3cc6906151b","62c05154447aa04b578c42d0",NULL,"Dry Ganja","200.000000","grams","Ganja","solid","200.000000","0.200000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""on the strength of confession of accused A-1 to A-3 recovered 200 grams, 150 grams and 150 grams respectively, all 500 grams, W/Rs. 10, 000/-""}",False,"4000.0","2026-03-05 06:38:41.874828+00","2026-03-05 06:38:41.874828+00"
"dc80e467-aee6-4857-9da0-ea1853c09c03","62ab617d6e2f95459c425150",NULL,"Dry Ganja","1.000000","KG","Ganja","solid","1000.000000","1.000000",NULL,NULL,"0.000000","0.95","{""source_sentence"": ""seized 1 KG Ganja W/Rs: 10,000/-""}",False,"10000.0","2026-03-05 06:37:20.54423+00","2026-03-05 06:37:20.54423+00"
"e11cb8f9-7cc0-437d-aed2-c667d78d732c","62b53a7f447aa041707dce99",NULL,"Dry Ganja","0.680000","grams","Ganja","solid","0.680000","0.000680",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""Each one Ganja parcel packets of Ganja, total 2 packets, and 2 Mobile phones i.e, 1) VIVO Company, 2) Samsung company  from the instant possession of the accused  A-1 and A-2 seized by the Tahsildar under cover of confession and seizure panchanama.""}",False,"0.0","2026-03-05 06:37:50.252559+00","2026-03-05 06:37:50.252559+00"
"ea975c77-1380-432b-9a2c-bb28d84caab4","62b53a7f447aa041707dce99",NULL,"Dry Ganja","0.580000","grams","Ganja","solid","0.580000","0.000580",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A2"", ""source_sentence"": ""Each one Ganja parcel packets of Ganja, total 2 packets, and 2 Mobile phones i.e, 1) VIVO Company, 2) Samsung company  from the instant possession of the accused  A-1 and A-2 seized by the Tahsildar under cover of confession and seizure panchanama.""}",False,"0.0","2026-03-05 06:37:50.252559+00","2026-03-05 06:37:50.252559+00"
"ee133272-c3e9-4706-b6cf-d9c8f3e00c04","62cae8066044c4777137eadb",NULL,"Ganja","2000.000000","grams","Ganja","solid","2000.000000","2.000000",NULL,NULL,"0.000000","0.95","{""source_sentence"": ""The complainant seized Ganja around 2 kilos and Hash Oil -43 bottles (each 05 ml)""}",False,"0.0","2026-03-05 06:39:07.247512+00","2026-03-05 06:39:07.247512+00"
"efb5a6dc-3529-45bf-a6e6-960c47db8a71","62be05f1447aa0240188b9b1",NULL,"Ganja","10.000000","grams","Ganja","solid","10.000000","0.010000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""M10-10 Grams""}",False,"0.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
"f85a4d94-065c-4f6c-a303-3a829b3cb04f","62bb2ab0447aa0bf0584742c",NULL,"Dry Ganja","60.000000","grams","Ganja","solid","60.000000","0.060000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""In pursuance of his confession I have seized 60 Grams floating and flowering dry Ganja and Hero HF Deluxe motorcycle B No TS 19G 4409 from the possession of Chityala Ranjith under cover of confession & seizure panchanama before above mediators.""}",False,"4000.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
"faad8dda-cd3d-4cd4-af67-374667caffba","62be05f1447aa0240188b9b1",NULL,"Ganja","24.000000","grams","Ganja","solid","24.000000","0.024000",NULL,NULL,"0.000000","0.95","{""accused_ref"": ""A1"", ""source_sentence"": ""M6- 24 Grams""}",False,"0.0","2026-03-05 06:38:11.660985+00","2026-03-05 06:38:11.660985+00"
